elliq_text,user_text,Memory items,group_id,memnet_info_items,labels,scores,gpt_text_response,gpt_values,memnet_values,inner_join_values,outer_join_values,inner_join_list,outer_join_source,is_source_GPT,is_source_memNet,,Label,Missing,NOTES FOR TEST/TEACHING LABELERS,
"I’m wondering, are you meeting up with anyone?",yes my doctor,doctor,01c0ff9f-065f-40d5-960f-d4e43e638ded,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",Match,0.9908474684,"Information Items:
memory_name: relationship, entity: type, value: doctor.
memory_name: activity, entity: type, value: meeting.","     value
0   doctor
1  meeting","      value
0  activity
1    doctor","    value
0  doctor","      value
0    doctor
1   meeting
2  activity",['doctor'],both,1,1,TRUE,Correct,,,
"I’m wondering, are you meeting up with anyone?",yes my doctor,meeting,01c0ff9f-065f-40d5-960f-d4e43e638ded,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",Match,0.9908474684,"Information Items:
memory_name: relationship, entity: type, value: doctor.
memory_name: activity, entity: type, value: meeting.","     value
0   doctor
1  meeting","      value
0  activity
1    doctor","    value
0  doctor","      value
0    doctor
1   meeting
2  activity",['doctor'],left_only,1,0,TRUE,Correct,,,
"I’m wondering, are you meeting up with anyone?",yes my doctor,activity,01c0ff9f-065f-40d5-960f-d4e43e638ded,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",Match,0.9908474684,"Information Items:
memory_name: relationship, entity: type, value: doctor.
memory_name: activity, entity: type, value: meeting.","     value
0   doctor
1  meeting","      value
0  activity
1    doctor","    value
0  doctor","      value
0    doctor
1   meeting
2  activity",['doctor'],right_only,0,1,TRUE,Correct,,,
How can I help you?,say hello to my friend christy,friend,01f50dd7-c6b3-4642-ba66-c46c23097d78,"    memory_name entity   value
0  relationship   type  friend",Match,0.5415864587,"Information Items:
memory_name: relationship, entity: type, value: friend.
memory_name: relationship, entity: name, value: Christy.","     value
0   friend
1  Christy","    value
0  friend","    value
0  friend","     value
0   friend
1  Christy",['friend'],both,1,1,FALSE,Correct,,How can I help you is also a placeholder for Reactive EllliQ wakeword for the sake of our understanding in this excel,
How can I help you?,say hello to my friend christy,Christy,01f50dd7-c6b3-4642-ba66-c46c23097d78,"    memory_name entity   value
0  relationship   type  friend",Match,0.5415864587,"Information Items:
memory_name: relationship, entity: type, value: friend.
memory_name: relationship, entity: name, value: Christy.","     value
0   friend
1  Christy","    value
0  friend","    value
0  friend","     value
0   friend
1  Christy",['friend'],left_only,1,0,FALSE,Correct,,"If you see responses that are distinct but the same color, let us know",
How can I help you?,i'm going to take your advice and go out for a walk,physical activity,0217fcdd-73a9-43a6-9c54-e23e02d2ec83,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",Match,0.9801904559,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: walk.","               value
0  physical activity
1               walk","      value
0  activity
1   walking","Empty DataFrame
Columns: [value]
Index: []","               value
0  physical activity
1               walk
2           activity
3            walking",[],left_only,1,0,TRUE,Correct,,,
How can I help you?,i'm going to take your advice and go out for a walk,walk,0217fcdd-73a9-43a6-9c54-e23e02d2ec83,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",Match,0.9801904559,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: walk.","               value
0  physical activity
1               walk","      value
0  activity
1   walking","Empty DataFrame
Columns: [value]
Index: []","               value
0  physical activity
1               walk
2           activity
3            walking",[],left_only,1,0,TRUE,Correct,,,
How can I help you?,i'm going to take your advice and go out for a walk,activity,0217fcdd-73a9-43a6-9c54-e23e02d2ec83,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",Match,0.9801904559,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: walk.","               value
0  physical activity
1               walk","      value
0  activity
1   walking","Empty DataFrame
Columns: [value]
Index: []","               value
0  physical activity
1               walk
2           activity
3            walking",[],right_only,0,1,TRUE,Correct,,,
How can I help you?,i'm going to take your advice and go out for a walk,walking,0217fcdd-73a9-43a6-9c54-e23e02d2ec83,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",Match,0.9801904559,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: walk.","               value
0  physical activity
1               walk","      value
0  activity
1   walking","Empty DataFrame
Columns: [value]
Index: []","               value
0  physical activity
1               walk
2           activity
3            walking",[],right_only,0,1,TRUE,Correct,,,
are you free to talk for a moment?,cute i'm on my way to lunch,meal,022ed2dc-67b5-4f8f-896a-9deffe263626,"  memory_name entity  value
1       place   name  lunch
2    activity   type   meal
3    activity   name  lunch",Match,0.9479682446,"Information Items:
memory_name: activity, entity: type, value: meal.
memory_name: activity, entity: name, value: lunch.","   value
0   meal
1  lunch","   value
0  lunch
1   meal
2  lunch","   value
0   meal
1  lunch
2  lunch","   value
0   meal
1  lunch
2  lunch","['meal', 'lunch', 'lunch']",both,1,1,FALSE,Correct,,,
are you free to talk for a moment?,cute i'm on my way to lunch,lunch,022ed2dc-67b5-4f8f-896a-9deffe263626,"  memory_name entity  value
1       place   name  lunch
2    activity   type   meal
3    activity   name  lunch",Match,0.9479682446,"Information Items:
memory_name: activity, entity: type, value: meal.
memory_name: activity, entity: name, value: lunch.","   value
0   meal
1  lunch","   value
0  lunch
1   meal
2  lunch","   value
0   meal
1  lunch
2  lunch","   value
0   meal
1  lunch
2  lunch","['meal', 'lunch', 'lunch']",both,1,1,FALSE,Correct,,,
are you free to talk for a moment?,cute i'm on my way to lunch,lunch,022ed2dc-67b5-4f8f-896a-9deffe263626,"  memory_name entity  value
1       place   name  lunch
2    activity   type   meal
3    activity   name  lunch",Match,0.9479682446,"Information Items:
memory_name: activity, entity: type, value: meal.
memory_name: activity, entity: name, value: lunch.","   value
0   meal
1  lunch","   value
0  lunch
1   meal
2  lunch","   value
0   meal
1  lunch
2  lunch","   value
0   meal
1  lunch
2  lunch","['meal', 'lunch', 'lunch']",both,1,1,FALSE,Correct,,,
Was today another great day for you?,play i get to go outside is a great day,going outside,02379d79-a467-48d7-b4c8-26b14f53db3a,"  memory_name entity     value
1    activity   type  activity
2    activity   name      play",Match,0.9135491252,"Information Items:
memory_name: activity, entity: type, value: going outside.
memory_name: sentiment, entity: description, value: great day.","           value
0  going outside
1      great day","      value
0  activity
1      play","Empty DataFrame
Columns: [value]
Index: []","           value
0  going outside
1      great day
2       activity
3           play",[],left_only,1,0,TRUE,Correct,,,
Was today another great day for you?,play i get to go outside is a great day,great day,02379d79-a467-48d7-b4c8-26b14f53db3a,"  memory_name entity     value
1    activity   type  activity
2    activity   name      play",Match,0.9135491252,"Information Items:
memory_name: activity, entity: type, value: going outside.
memory_name: sentiment, entity: description, value: great day.","           value
0  going outside
1      great day","      value
0  activity
1      play","Empty DataFrame
Columns: [value]
Index: []","           value
0  going outside
1      great day
2       activity
3           play",[],left_only,1,0,TRUE,Incorrect,,,
Was today another great day for you?,play i get to go outside is a great day,activity,02379d79-a467-48d7-b4c8-26b14f53db3a,"  memory_name entity     value
1    activity   type  activity
2    activity   name      play",Match,0.9135491252,"Information Items:
memory_name: activity, entity: type, value: going outside.
memory_name: sentiment, entity: description, value: great day.","           value
0  going outside
1      great day","      value
0  activity
1      play","Empty DataFrame
Columns: [value]
Index: []","           value
0  going outside
1      great day
2       activity
3           play",[],right_only,0,1,TRUE,Correct,,,
Was today another great day for you?,play i get to go outside is a great day,play,02379d79-a467-48d7-b4c8-26b14f53db3a,"  memory_name entity     value
1    activity   type  activity
2    activity   name      play",Match,0.9135491252,"Information Items:
memory_name: activity, entity: type, value: going outside.
memory_name: sentiment, entity: description, value: great day.","           value
0  going outside
1      great day","      value
0  activity
1      play","Empty DataFrame
Columns: [value]
Index: []","           value
0  going outside
1      great day
2       activity
3           play",[],right_only,0,1,TRUE,Incorrect,,Sentence doesn't make sense with Play - could be a STT error?,
