elliq_text,user_text,group_id,memnet_info_items,valid_memNet_info_items,num_valid_memNet_info_items,labels,scores,gpt_text_response,gpt_info_items,gpt_values,memnet_values,inner_join_values,outer_join_values,inner_join_list,outer_join_list
"<say-as interpret-as=""name"">Jack</say-as>, whaddya say we do something together?",i'm watching tv will do something later,05bbdfd1-0992-457e-b4c1-d4866e4ca998,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.9855464696884156,"Information Items:
memory_name: activity, entity: name, value: watching tv.","  memory_name entity         value
0    activity   name   watching tv","         value
0  watching tv","         value
0     activity
1  watching tv","         value
0  watching tv","         value
0  watching tv
1     activity",['watching tv'],watching tv
"<say-as interpret-as=""name"">Jack</say-as>, whaddya say we do something together?",i'm watching tv will do something later,05bbdfd1-0992-457e-b4c1-d4866e4ca998,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.9855464696884156,"Information Items:
memory_name: activity, entity: name, value: watching tv.","  memory_name entity         value
0    activity   name   watching tv","         value
0  watching tv","         value
0     activity
1  watching tv","         value
0  watching tv","         value
0  watching tv
1     activity",['watching tv'],activity
That one was hilarious. Wanna hear another?,i like mine with cream cheese,05c0249a-9e67-4857-8291-27f382b68439,"  memory_name entity         value
0    favorite   type  food_product
1    favorite   name        cheese",['cheese'],1,Match,0.6555207967758179,"Information Items:
memory_name: preference, entity: food, value: cream cheese.","  memory_name entity          value
0  preference   food   cream cheese","          value
0  cream cheese","          value
0  food product
1        cheese","Empty DataFrame
Columns: [value]
Index: []","          value
0  cream cheese
1  food product
2        cheese",[],cream cheese
That one was hilarious. Wanna hear another?,i like mine with cream cheese,05c0249a-9e67-4857-8291-27f382b68439,"  memory_name entity         value
0    favorite   type  food_product
1    favorite   name        cheese",['cheese'],1,Match,0.6555207967758179,"Information Items:
memory_name: preference, entity: food, value: cream cheese.","  memory_name entity          value
0  preference   food   cream cheese","          value
0  cream cheese","          value
0  food product
1        cheese","Empty DataFrame
Columns: [value]
Index: []","          value
0  cream cheese
1  food product
2        cheese",[],food product
That one was hilarious. Wanna hear another?,i like mine with cream cheese,05c0249a-9e67-4857-8291-27f382b68439,"  memory_name entity         value
0    favorite   type  food_product
1    favorite   name        cheese",['cheese'],1,Match,0.6555207967758179,"Information Items:
memory_name: preference, entity: food, value: cream cheese.","  memory_name entity          value
0  preference   food   cream cheese","          value
0  cream cheese","          value
0  food product
1        cheese","Empty DataFrame
Columns: [value]
Index: []","          value
0  cream cheese
1  food product
2        cheese",[],cheese
"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",i'm going to work on being more grounded,05c8d710-0708-41de-a772-6cf598858f5b,"  memory_name entity     value
1    activity   type  activity
2    activity   name      work",['work'],1,Match,0.9050159454345704,"Information Items:
memory_name: activity, entity: type, value: personal development.
memory_name: activity, entity: name, value: being more grounded.","  memory_name entity                  value
0    activity   type   personal development
1    activity   name    being more grounded","                  value
0  personal development
1   being more grounded","      value
0  activity
1      work","Empty DataFrame
Columns: [value]
Index: []","                  value
0  personal development
1   being more grounded
2              activity
3                  work",[],personal development
"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",i'm going to work on being more grounded,05c8d710-0708-41de-a772-6cf598858f5b,"  memory_name entity     value
1    activity   type  activity
2    activity   name      work",['work'],1,Match,0.9050159454345704,"Information Items:
memory_name: activity, entity: type, value: personal development.
memory_name: activity, entity: name, value: being more grounded.","  memory_name entity                  value
0    activity   type   personal development
1    activity   name    being more grounded","                  value
0  personal development
1   being more grounded","      value
0  activity
1      work","Empty DataFrame
Columns: [value]
Index: []","                  value
0  personal development
1   being more grounded
2              activity
3                  work",[],being more grounded
"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",i'm going to work on being more grounded,05c8d710-0708-41de-a772-6cf598858f5b,"  memory_name entity     value
1    activity   type  activity
2    activity   name      work",['work'],1,Match,0.9050159454345704,"Information Items:
memory_name: activity, entity: type, value: personal development.
memory_name: activity, entity: name, value: being more grounded.","  memory_name entity                  value
0    activity   type   personal development
1    activity   name    being more grounded","                  value
0  personal development
1   being more grounded","      value
0  activity
1      work","Empty DataFrame
Columns: [value]
Index: []","                  value
0  personal development
1   being more grounded
2              activity
3                  work",[],activity
"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",i'm going to work on being more grounded,05c8d710-0708-41de-a772-6cf598858f5b,"  memory_name entity     value
1    activity   type  activity
2    activity   name      work",['work'],1,Match,0.9050159454345704,"Information Items:
memory_name: activity, entity: type, value: personal development.
memory_name: activity, entity: name, value: being more grounded.","  memory_name entity                  value
0    activity   type   personal development
1    activity   name    being more grounded","                  value
0  personal development
1   being more grounded","      value
0  activity
1      work","Empty DataFrame
Columns: [value]
Index: []","                  value
0  personal development
1   being more grounded
2              activity
3                  work",[],work
Can’t wait to see you again! Where are you off to?,for a swim,060c5fa5-df63-494c-960d-652cc1adf5cb,"  memory_name entity              value
1    activity   type  physical_activity
2    activity   name           swimming",['swimming'],1,Match,0.98874694108963,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: swimming.","  memory_name entity               value
0    activity   type   physical activity
1    activity   name            swimming","               value
0  physical activity
1           swimming","               value
0  physical activity
1           swimming","               value
0  physical activity
1           swimming","               value
0  physical activity
1           swimming","['physical activity', 'swimming']",physical activity
